Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	1/119	0.74568853440371951624143775916309095919132232666015625	0.87644908309062763418495478617842309176921844482421875	1.1545040109263318	-0.1522521415496941	PERP
viral life cycle (GO:0019058)	1/118	0.7427579745901795593709948661853559315204620361328125	0.87577168477827826986725767710595391690731048583984375	1.1508820692392152	-0.1526643405635159	CHMP4C
carbohydrate catabolic process (GO:0016052)	1/120	0.748585911139936666103267270955257117748260498046875	0.87741903269920218377819765009917318820953369140625	1.1734041317921138	-0.15344676039447833	FUT1
chromatin remodeling (GO:0006338)	1/118	0.7427579745901795593709948661853559315204620361328125	0.87577168477827826986725767710595391690731048583984375	1.1573967519379422	-0.1535285122842893	FOXA1
cell maturation (GO:0048469)	1/118	0.7427579745901795593709948661853559315204620361328125	0.87577168477827826986725767710595391690731048583984375	1.1644457226225908	-0.15446355722936764	FOXA1
positive regulation of leukocyte proliferation (GO:0070665)	1/119	0.74568853440371951624143775916309095919132232666015625	0.87644908309062763418495478617842309176921844482421875	1.1806463086791497	-0.15569970065752492	CD46
positive regulation of mononuclear cell proliferation (GO:0032946)	1/116	0.7367957906704152293286824715323746204376220703125	0.87289182843756207841323657703469507396221160888671875	1.1788547177205073	-0.16025779980260138	CD46
electron transport chain (GO:0022900)	1/115	0.73376339837385751163623126558377407491207122802734375	0.870685755008213657646365390974096953868865966796875	1.1595958033478635	-0.16057404746978646	CYB561
positive regulation of lymphocyte proliferation (GO:0050671)	1/115	0.73376339837385751163623126558377407491207122802734375	0.870685755008213657646365390974096953868865966796875	1.1802900667354344	-0.16343966807823845	CD46
isoprenoid metabolic process (GO:0006720)	1/114	0.73069628649821460886215618302230723202228546142578125	0.86982085944747467021187503632972948253154754638671875	1.1888415202329912	-0.16580534583492157	SDC4
cellular response to inorganic substance (GO:0071241)	1/110	0.7180726748446504270617651854990981519222259521484375	0.8623826797165776714138019087840802967548370361328125	1.1340448175682933	-0.16790232418418075	CDH1
regulation of adaptive immune response (GO:0002819)	1/112	0.7244563193078565888072262168861925601959228515625	0.86446752456302367040308354262378998100757598876953125	1.1563390327118561	-0.16841099764396106	PRKCZ
single-organism carbohydrate catabolic process (GO:0044724)	1/113	0.7275940599719479262574850508826784789562225341796875	0.86682142613151202947818774191546253859996795654296875	1.1903960441076085	-0.1701341297841362	FUT1
fatty acid biosynthetic process (GO:0006633)	1/111	0.72128266046292044411103461243328638374805450439453125	0.8627561083350687720638916289317421615123748779296875	1.1560493285465898	-0.17065974395816166	FA2H
response to tumor necrosis factor (GO:0034612)	1/111	0.72128266046292044411103461243328638374805450439453125	0.8627561083350687720638916289317421615123748779296875	1.1569035038363251	-0.1707858400793582	CXCL16
response to alkaloid (GO:0043279)	1/111	0.72128266046292044411103461243328638374805450439453125	0.8627561083350687720638916289317421615123748779296875	1.1634929130573572	-0.17175858999817933	KCNK1
regulation of chromatin organization (GO:1902275)	1/107	0.7082206018958661086770689507829956710338592529296875	0.85538332436773434341859001506236381828784942626953125	1.1287872528665044	-0.17632286518563609	MUC1
regulation of cell cycle arrest (GO:0071156)	1/105	0.70146321826947588551348644614336080849170684814453125	0.85271005006995703734418157182517461478710174560546875	1.1236594458884752	-0.17903907238429043	MUC1
cell recognition (GO:0008037)	1/109	0.71482594925560505316752824001014232635498046875	0.8591769083136837625858106548548676073551177978515625	1.1848833253927555	-0.17984210227194755	LAMA5
regulation of chromatin modification (GO:1903308)	1/102	0.69103444665859392603834976398502476513385772705078125	0.84839872659074899718945061977137811481952667236328125	1.1122191658611016	-0.18285389952456782	MUC1
muscle structure development (GO:0061061)	1/109	0.71482594925560505316752824001014232635498046875	0.8591769083136837625858106548548676073551177978515625	1.2069074598900356	-0.18318493490688065	LAMA5
inorganic anion transmembrane transport (GO:0098661)	1/108	0.71154206581366674644328895737999118864536285400390625	0.856613749134899737924797591404058039188385009765625	1.1838300873768937	-0.18321920805385516	FXYD3
regulation of actin filament polymerization (GO:0030833)	1/104	0.698026429258201464023159132921136915683746337890625	0.85066611526306612489634062512777745723724365234375	1.1389635261685191	-0.18421091669438852	BAIAP2L1
central nervous system development (GO:0007417)	1/108	0.71154206581366674644328895737999118864536285400390625	0.856613749134899737924797591404058039188385009765625	1.1918216007050024	-0.18445603989208986	GRHL3
response to starvation (GO:0042594)	1/106	0.7048611300981499905304872299893759191036224365234375	0.85271005006995703734418157182517461478710174560546875	1.174066163557013	-0.1870706623881247	DSC2
regulation of phosphatase activity (GO:0010921)	1/102	0.69103444665859392603834976398502476513385772705078125	0.84839872659074899718945061977137811481952667236328125	1.1449779412229708	-0.18823959148387648	CAMSAP3
negative regulation of lymphocyte activation (GO:0051250)	1/102	0.69103444665859392603834976398502476513385772705078125	0.84839872659074899718945061977137811481952667236328125	1.150828359628431	-0.18920142693153347	ERBB2
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	1/99	0.68024367964932874741634805104695260524749755859375	0.8456162032733509636983626478468067944049835205078125	1.1353707808050895	-0.19038996603039035	MUC1
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002822)	1/103	0.6945503210760410883750637367484159767627716064453125	0.848514677964818719857476025936193764209747314453125	1.161565771804105	-0.19080796509370865	PRKCZ
negative regulation of cell cycle G1/S phase transition (GO:1902807)	1/99	0.68024367964932874741634805104695260524749755859375	0.8456162032733509636983626478468067944049835205078125	1.1379800443424057	-0.1908275126051593	MUC1
cellular response to metal ion (GO:0071248)	1/99	0.68024367964932874741634805104695260524749755859375	0.8456162032733509636983626478468067944049835205078125	1.1383564544631914	-0.19089063269889558	CDH1
regulation of microtubule cytoskeleton organization (GO:0070507)	1/100	0.683881585703560279654311671038158237934112548828125	0.84660216266796817219386639408185146749019622802734375	1.1485562427234606	-0.1912626350109907	CAMSAP3
hematopoietic progenitor cell differentiation (GO:0002244)	1/106	0.7048611300981499905304872299893759191036224365234375	0.85271005006995703734418157182517461478710174560546875	1.20141069335496	-0.19142762237962635	RBM47
cellular response to nutrient levels (GO:0031669)	1/99	0.68024367964932874741634805104695260524749755859375	0.8456162032733509636983626478468067944049835205078125	1.1416748475408323	-0.19144709298130616	DSC2
regulation of response to cytokine stimulus (GO:0060759)	1/101	0.68747835391290823547905119994538836181163787841796875	0.84823199885771771722176026742090471088886260986328125	1.163108850466667	-0.1914489927739379	F2RL1
negative regulation of immune response (GO:0050777)	1/103	0.6945503210760410883750637367484159767627716064453125	0.848514677964818719857476025936193764209747314453125	1.169679223823581	-0.19214074478410634	CD46
zymogen activation (GO:0031638)	1/102	0.69103444665859392603834976398502476513385772705078125	0.84839872659074899718945061977137811481952667236328125	1.1704747397245192	-0.1924313813527291	PERP
skeletal system morphogenesis (GO:0048705)	1/106	0.7048611300981499905304872299893759191036224365234375	0.85271005006995703734418157182517461478710174560546875	1.2086180487537523	-0.19257601144863237	GRHL2
membrane depolarization (GO:0051899)	1/106	0.7048611300981499905304872299893759191036224365234375	0.85271005006995703734418157182517461478710174560546875	1.2114047382224724	-0.19302003058568348	PRKCZ
mitotic cell cycle checkpoint (GO:0007093)	1/103	0.6945503210760410883750637367484159767627716064453125	0.848514677964818719857476025936193764209747314453125	1.1760773056168032	-0.19319174421702845	CHMP4C
positive regulation of mitotic cell cycle (GO:0045931)	1/103	0.6945503210760410883750637367484159767627716064453125	0.848514677964818719857476025936193764209747314453125	1.1775926701582737	-0.1934406699615294	FOXA1
autophagy (GO:0006914)	1/102	0.69103444665859392603834976398502476513385772705078125	0.84839872659074899718945061977137811481952667236328125	1.1769386838831668	-0.19349408323019826	ITGB4
response to estradiol (GO:0032355)	1/100	0.683881585703560279654311671038158237934112548828125	0.84660216266796817219386639408185146749019622802734375	1.1662820558999274	-0.1942144153502839	FOXA1
muscle organ development (GO:0007517)	1/106	0.7048611300981499905304872299893759191036224365234375	0.85271005006995703734418157182517461478710174560546875	1.220070129005515	-0.19440073675366001	LAMA5
regulation of histone modification (GO:0031056)	1/97	0.6728425783917526548094656391185708343982696533203125	0.8399242924890335526555418255156837403774261474609375	1.117423271540365	-0.19492724791877947	MUC1
detection of visible light (GO:0009584)	1/104	0.698026429258201464023159132921136915683746337890625	0.85066611526306612489634062512777745723724365234375	1.2130196174944405	-0.19618842093971137	SDC4
negative regulation of cytoskeleton organization (GO:0051494)	1/101	0.68747835391290823547905119994538836181163787841796875	0.84823199885771771722176026742090471088886260986328125	1.194057679048845	-0.19654320391093852	TACSTD2
regulation of mitochondrion organization (GO:0010821)	1/97	0.6728425783917526548094656391185708343982696533203125	0.8399242924890335526555418255156837403774261474609375	1.1291935082967959	-0.19698048944033897	SFN
organic hydroxy compound transport (GO:0015850)	1/102	0.69103444665859392603834976398502476513385772705078125	0.84839872659074899718945061977137811481952667236328125	1.1985096867164169	-0.19704045440036372	STARD10
polyol metabolic process (GO:0019751)	1/99	0.68024367964932874741634805104695260524749755859375	0.8456162032733509636983626478468067944049835205078125	1.1817347572413484	-0.1981647265297523	ITPKC
transition metal ion transport (GO:0000041)	1/101	0.68747835391290823547905119994538836181163787841796875	0.84823199885771771722176026742090471088886260986328125	1.2056004031898673	-0.198443148967482	STEAP4
sensory perception of chemical stimulus (GO:0007606)	1/100	0.683881585703560279654311671038158237934112548828125	0.84660216266796817219386639408185146749019622802734375	1.1928586401751102	-0.1986400650041572	SCNN1A
response to calcium ion (GO:0051592)	1/100	0.683881585703560279654311671038158237934112548828125	0.84660216266796817219386639408185146749019622802734375	1.1956079014804248	-0.1990978840834749	S100A16
liposaccharide metabolic process (GO:1903509)	1/100	0.683881585703560279654311671038158237934112548828125	0.84660216266796817219386639408185146749019622802734375	1.1963634785814798	-0.19922370610413545	MAP7
homeostasis of number of cells (GO:0048872)	1/96	0.66907843214528295305854044272564351558685302734375	0.8399242924890335526555418255156837403774261474609375	1.1511200094125629	-0.2008054254586239	MAP7
antigen processing and presentation of peptide or polysaccharide antigen via MHC class II (GO:0002504)	1/96	0.66907843214528295305854044272564351558685302734375	0.8399242924890335526555418255156837403774261474609375	1.1526543503351931	-0.20107308128881363	AP1M2
negative regulation of protein catabolic process (GO:0042177)	1/97	0.6728425783917526548094656391185708343982696533203125	0.8399242924890335526555418255156837403774261474609375	1.1591101914627788	-0.20219926093447863	PTPN3
toll-like receptor 4 signaling pathway (GO:0034142)	1/97	0.6728425783917526548094656391185708343982696533203125	0.8399242924890335526555418255156837403774261474609375	1.1654872600200836	-0.20331169921576772	S100A14
fat cell differentiation (GO:0045444)	1/96	0.66907843214528295305854044272564351558685302734375	0.8399242924890335526555418255156837403774261474609375	1.1687258262948639	-0.20387664611388923	STEAP4
T cell differentiation (GO:0030217)	1/97	0.6728425783917526548094656391185708343982696533203125	0.8399242924890335526555418255156837403774261474609375	1.1772902518521275	-0.2053706546479887	MPZL2
regulation of lymphocyte mediated immunity (GO:0002706)	1/95	0.66527124586097585723365455123712308704853057861328125	0.83749882727676150384610309629351831972599029541015625	1.1587521627499795	-0.20548779630124953	PRKCZ
terpenoid metabolic process (GO:0006721)	1/97	0.6728425783917526548094656391185708343982696533203125	0.8399242924890335526555418255156837403774261474609375	1.1808354104200602	-0.20598908458468598	SDC4
regulation of cytokine-mediated signaling pathway (GO:0001959)	1/95	0.66527124586097585723365455123712308704853057861328125	0.83749882727676150384610309629351831972599029541015625	1.1621138228537848	-0.20608393769269723	F2RL1
negative regulation of binding (GO:0051100)	1/95	0.66527124586097585723365455123712308704853057861328125	0.83749882727676150384610309629351831972599029541015625	1.1649086359335517	-0.20657955703158348	SLPI
